Département;Code du Canton;Libellé du Canton;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Binôme_0;Nuance_0;Voix_0;%Voix/Exp_0;%Voix/Ins_0;Binôme_1;Nuance_1;Voix_1;%Voix/Exp_1;%Voix/Ins_1;Binôme_2;Nuance_2;Voix_2;%Voix/Exp_2;%Voix/Ins_2;Binôme_3;Nuance_3;Voix_3;%Voix/Exp_3;%Voix/Ins_3;Binôme_4;Nuance_4;Voix_4;%Voix/Exp_4;%Voix/Ins_4;Binôme_5;Nuance_5;Voix_5;%Voix/Exp_5;%Voix/Ins_5;Binôme_6;Nuance_6;Voix_6;%Voix/Exp_6;%Voix/Ins_6;Binôme_7;Nuance_7;Voix_7;%Voix/Exp_7;%Voix/Ins_7;Binôme_8;Nuance_8;Voix_8;%Voix/Exp_8;%Voix/Ins_8;Binôme_9;Nuance_9;Voix_9;%Voix/Exp_9;%Voix/Ins_9;Binôme_10;Nuance_10;Voix_10;%Voix/Exp_10;%Voix/Ins_10;Binôme_11;Nuance_11;Voix_11;%Voix/Exp_11;%Voix/Ins_11;Binôme_12;Nuance_12;Voix_12;%Voix/Exp_12;%Voix/Ins_12;Binôme_13;Nuance_13;Voix_13;%Voix/Exp_13;%Voix/Ins_13
29;24;Quimper-2;26979;17735;9244;157;131;8956;Mme Marie-Pierre JEAN-JACQUES;BC-UG;2869.0;32.03;10.63;M. Guillaume MENGUY;BC-UCD;2493.0;27.84;9.24;M. Thierry BIGER;BC-UGE;1548.0;17.28;5.74;M. Emmanuel LE GRAND;BC-RN;1036.0;11.57;3.84;M. Yves GENTRIC;BC-DVD;1010.0;11.28;3.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;25;Quimperlé;25392;16304;9088;241;158;8689;Mme Anne MARECHAL;BC-UG;3637.0;41.86;14.32;M. Serge NILLY;BC-UCD;1845.0;21.23;7.27;Mme Brigitte CLOAREC;BC-UGE;1669.0;19.21;6.57;Mme Christine LE GUERINEL;BC-RN;1538.0;17.7;6.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;26;Saint-Pol-de-Léon;25815;16800;9015;168;114;8733;Mme Aline CHEVAUCHER;BC-UCD;4902.0;56.13;18.99;Mme Anne-Cécile ESNAULT;BC-UG;1664.0;19.05;6.45;M. Damien LADAN;BC-ECO;1174.0;13.44;4.55;M. Claude TRANVOUEZ;BC-RN;993.0;11.37;3.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;27;Saint-Renan;33250;21076;12174;209;105;11860;Mme Marie-Christine LAINEZ;BC-UCD;4750.0;40.05;14.29;Mme Annaïg HUELVAN;BC-UG;2895.0;24.41;8.71;M. Franck GICQUIAUD;BC-UGE;2491.0;21.0;7.49;Mme Christelle BOURVEN;BC-RN;1313.0;11.07;3.95;Mme Martine DONVAL;BC-DIV;411.0;3.47;1.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;1;Aigues-Mortes;29721;19542;10179;218;142;9819;Mme Yvette FLAUGERE;BC-RN;3367.0;34.29;11.33;Mme Laurence BARDUCA FAUQUET;BC-DIV;2822.0;28.74;9.49;Mme Caroline BRESCHIT;BC-UCD;2224.0;22.65;7.48;Mme Isabelle BANABERA;BC-UGE;1201.0;12.23;4.04;Mme Geneviève BOURRELY;BC-DSV;205.0;2.09;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;2;Alès-1;23470;16373;7097;169;85;6843;Mme Geneviève BLANC;BC-UGE;2876.0;42.03;12.25;M. Jean-Charles BÉNÉZET;BC-UCD;1980.0;28.93;8.44;M. Christophe CLOT;BC-RN;1841.0;26.9;7.84;Mme Katharina BURKI;BC-DIV;146.0;2.13;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;3;Alès-2;21234;14348;6886;163;91;6632;M. Claude CERPEDES;BC-UGE;2463.0;37.14;11.6;Mme Valérie MEUNIER;BC-UCD;2429.0;36.63;11.44;M. Francis BASSIER;BC-RN;1740.0;26.24;8.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;4;Alès-3;20455;14085;6370;176;176;6018;M. Frédéric GRAS;BC-UCD;2376.0;39.48;11.62;Mme Evelyne HERBAU;BC-UGE;1781.0;29.59;8.71;M. Bruno GUISSET;BC-RN;1508.0;25.06;7.37;M. Lionel COUDERC;BC-DVD;228.0;3.79;1.11;M. Sébastien BROTHIER;BC-DIV;125.0;2.08;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;5;Bagnols-sur-Cèze;21753;14489;7264;198;138;6928;Mme Corine MARTIN;BC-RN;2530.0;36.52;11.63;Mme Sylvie NICOLLE;BC-DVG;1892.0;27.31;8.7;M. Claude ROUX;BC-UC;1155.0;16.67;5.31;Mme Béatrice TALMANT;BC-DIV;614.0;8.86;2.82;Mme Marie-Françoise COMBIN;BC-DVG;611.0;8.82;2.81;M. Christophe PRÉVOST;BC-GJ;126.0;1.82;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;6;Beaucaire;26231;17279;8952;218;134;8600;M. Jean-Pierre FUSTER;BC-RN;4448.0;51.72;16.96;Mme Catherine CHARDON CLIMENT;BC-DIV;1520.0;17.67;5.79;Mme Marie-France LABBE-AMIARD;BC-UGE;1508.0;17.53;5.75;M. Christophe ANDRE;BC-UCD;1124.0;13.07;4.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;7;Calvisson;26678;17060;9618;296;124;9198;Mme Maryse GIANNACCINI;BC-UGE;3941.0;42.85;14.77;M. Owen GODARD;BC-RN;3012.0;32.75;11.29;M. Jean-François DURAND-COUTELLE;BC-UCD;1847.0;20.08;6.92;Mme Corinne HAHONOU;BC-DIV;398.0;4.33;1.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;8;La Grand-Combe;16561;10365;6196;165;83;5948;Mme Isabelle FARDOUX-JOUVE;BC-UGE;3731.0;62.73;22.53;Mme Marie-Ange JARDIN;BC-RN;1192.0;20.04;7.2;Mme Monique CRESPON-LHERISSON;BC-UCD;1025.0;17.23;6.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;9;Marguerittes;30259;20773;9486;180;107;9199;Mme Viviane TISSEUR;BC-RN;3298.0;35.85;10.9;Mme Valérie GUARDIOLA;BC-DVG;2212.0;24.05;7.31;M. Jean-Jacques GRANAT;BC-UCD;2207.0;23.99;7.29;Mme Julie CLAVERIE;BC-UGE;1482.0;16.11;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;10;Nîmes-1;26617;17678;8939;196;104;8639;M. Julien PLANTIER;BC-LR;2761.0;31.96;10.37;Mme Marianne BERNEDE;BC-UGE;2669.0;30.89;10.03;Mme Laenny BRITO DE SOUSA;BC-RN;1730.0;20.03;6.5;Mme Audrey CARBO;BC-UCD;1345.0;15.57;5.05;M. Jacques ARMANDO;BC-DSV;134.0;1.55;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;11;Nîmes-2;19832;14853;4979;119;77;4783;M. Christian BASTID;BC-UGE;2113.0;44.18;10.65;Mme Laurence GARDET;BC-RN;1488.0;31.11;7.5;Mme Carole SOLANA;BC-LR;1182.0;24.71;5.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;12;Nîmes-3;21723;15436;6287;119;91;6077;Mme Dominique ANDRIEU-BONNET;BC-UGE;2110.0;34.72;9.71;Mme Sabine ADAM;BC-RN;1402.0;23.07;6.45;M. Laurent BURGOA;BC-LR;1339.0;22.03;6.16;Mme Valérie ROUVERAND;BC-REM;885.0;14.56;4.07;Mme Morgane GOASGUEN;BC-ECO;341.0;5.61;1.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;13;Nîmes-4;20129;15624;4505;123;102;4280;Mme Fatima EL HADI;BC-UGE;1446.0;33.79;7.18;Mme Véronique GARDEUR-BANCEL;BC-LR;1342.0;31.36;6.67;M. Dany DOS SANTOS PAIVA;BC-RN;1294.0;30.23;6.43;M. Jérôme CHADOULI;BC-DIV;198.0;4.63;0.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;14;Pont-Saint-Esprit;19184;11995;7189;196;110;6883;Mme Carole BERGERI;BC-UGE;2781.0;40.4;14.5;Mme Anne-Marie COLLARD;BC-RN;2163.0;31.43;11.28;Mme Catherine CHANTRY;BC-DVG;1141.0;16.58;5.95;M. Didier BONNEAUD;BC-DVD;798.0;11.59;4.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;15;Quissac;20541;12512;8029;248;153;7628;M. Olivier GAILLARD;BC-DVG;3897.0;51.09;18.97;Mme Isabelle GOULERET;BC-RN;2261.0;29.64;11.01;M. Pierre Jean Paul AUDIBERT;BC-DVG;1470.0;19.27;7.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;16;Redessan;24989;16137;8852;188;108;8556;M. Gerard BLANC;BC-UCD;2943.0;34.4;11.78;Mme Pascale BORDES;BC-RN;2857.0;33.39;11.43;M. Benoit GARREC;BC-UGE;1548.0;18.09;6.19;Mme Cecile ARROYAS-PIQUET;BC-DIV;954.0;11.15;3.82;Mme Nicole PASQUA;BC-DSV;254.0;2.97;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;17;Roquemaure;19722;13176;6546;161;117;6268;Mme Magali GUILLOT;BC-RN;1992.0;31.78;10.1;Mme Nathalie NURY;BC-UGE;1958.0;31.24;9.93;Mme Véronique HERBÉ;BC-DIV;1491.0;23.79;7.56;Mme Céline ALCALDE;BC-DVD;827.0;13.19;4.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;18;Rousson;24428;16230;8198;420;197;7581;M. Ghislain CHASSARY;BC-UGE;4964.0;65.48;20.32;M. Denis BOUIN;BC-RN;2617.0;34.52;10.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;19;Saint-Gilles;26780;17819;8961;212;126;8623;Mme Huguette SARTRE;BC-UCD;3594.0;41.68;13.42;Mme Isabelle DURAND-MARTIN;BC-RN;2916.0;33.82;10.89;M. Paul GABRIEL;BC-UGE;1692.0;19.62;6.32;Mme Sophie LAJOIS;BC-ECO;421.0;4.88;1.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;20;Uzès;25603;16604;8999;271;148;8580;M. Denis BOUAD;BC-UGE;3923.0;45.72;15.32;M. Patrice ADAM;BC-RN;2263.0;26.38;8.84;M. Jérôme MAURIN;BC-REM;1224.0;14.27;4.78;Mme Frédérique BONNEFOY-SUAVET;BC-UCD;1170.0;13.64;4.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;21;Vauvert;30360;20135;10225;318;189;9718;Mme Carole CALBA-SCHWARTZ;BC-RN;4514.0;46.45;14.87;Mme Pascale FORTUNAT-DESCHAMPS;BC-UGE;4075.0;41.93;13.42;M. Thomas DUMONT;BC-LR;1129.0;11.62;3.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;22;Le Vigan;19129;11163;7966;324;214;7428;M. Martin DELORD;BC-DVG;5646.0;76.01;29.52;M. Bernard MONRREAL;BC-RN;1782.0;23.99;9.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;23;Villeneuve-lès-Avignon;27813;17800;10013;215;128;9670;M. Rémy BACHEVALIER;BC-UCD;5091.0;52.65;18.3;M. Alain COSTE;BC-RN;2567.0;26.55;9.23;M. Morgan BUISSON;BC-UGE;2012.0;20.81;7.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;1;Auterive;39805;24472;15333;383;295;14655;Mme Maryse VEZAT-BARONIA;BC-UG;7256.0;49.51;18.23;M. Eric OLIVEIRA;BC-RN;3565.0;24.33;8.96;M. Henri BOURREL;BC-ECO;1679.0;11.46;4.22;Mme Charlyne BOUFFARTIGUE;BC-LR;1360.0;9.28;3.42;M. Mathieu BERARD;BC-FI;795.0;5.42;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;2;Bagnères-de-Luchon;28649;15900;12749;461;305;11983;Mme Roselyne ARTIGUES;BC-UG;6221.0;51.92;21.71;Mme Gisèle CHIMENTI;BC-RN;2260.0;18.86;7.89;M. Jean-Claude HEYRAUD;BC-ECO;1365.0;11.39;4.76;Mme Danielle BAÏSSE;BC-UC;1297.0;10.82;4.53;M. Jose ALMEIDA;BC-FI;840.0;7.01;2.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;3;Blagnac;35883;23699;12184;266;167;11751;M. Pascal BOUREAU;BC-UG;4995.0;42.51;13.92;M. Bastien Marcel André Gabriel RIGOUT;BC-ECO;2491.0;21.2;6.94;Mme Anne FERRERO;BC-RN;2397.0;20.4;6.68;Mme Camille COURTY;BC-LR;1868.0;15.9;5.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;4;Castanet-Tolosan;32707;19113;13594;302;161;13131;M. Bernard BAGNERIS;BC-UG;4469.0;34.03;13.66;M. Julien ABBAS;BC-UCD;3080.0;23.46;9.42;Mme Barbara CANOVAS;BC-ECO;2922.0;22.25;8.93;Mme Françoise COURDIER;BC-RN;1927.0;14.68;5.89;M. Eric BONNET;BC-FI;719.0;5.48;2.2;M. Martin CRONEL;BC-DIV;14.0;0.11;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;5;Castelginest;39366;26237;13129;262;186;12681;M. Victor DENOUVION;BC-UG;5752.0;45.36;14.61;M. Romain CARRIÈRE;BC-RN;3120.0;24.6;7.93;Mme Céline CARNEIRO;BC-DVD;1825.0;14.39;4.64;Mme Cécilia AUQUE;BC-ECO;1468.0;11.58;3.73;M. Alain FELCE;BC-FI;516.0;4.07;1.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;6;Cazères;33548;19436;14112;421;280;13411;Mme Sandrine BAYLAC;BC-UG;6097.0;45.46;18.17;Mme Marie-Alice BERTOLDO;BC-RN;2825.0;21.06;8.42;Mme Chantal DENAX;BC-DVD;2523.0;18.81;7.52;M. Marc FRUTEAU DE LACLOS;BC-ECO;1366.0;10.19;4.07;Mme Virginie PASCAL;BC-FI;600.0;4.47;1.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;7;Escalquens;34757;20306;14451;365;159;13927;M. Georges MÉRIC;BC-UG;6406.0;46.0;18.43;M. Francis CARBONNE;BC-ECO;2569.0;18.45;7.39;M. Mathieu LACHURIES;BC-RN;2173.0;15.6;6.25;M. Jean Pierre ALBOUY;BC-DVD;2028.0;14.56;5.83;M. Bruno BROUARD;BC-FI;751.0;5.39;2.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;8;Léguevin;40124;25563;14561;673;269;13619;M. Didier LAFFONT;BC-UG;6669.0;48.97;16.62;Mme Elodie GARCIA;BC-RN;3631.0;26.66;9.05;M. Franck COURADETTE;BC-ECO;3319.0;24.37;8.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;9;Muret;38499;25885;12614;276;214;12124;M. Jerome BOUTELOUP;BC-UG;4772.0;39.36;12.4;M. Alain AROLES;BC-RN;2940.0;24.25;7.64;Mme Marie-Pierre ALBARET;BC-ECO;1845.0;15.22;4.79;M. Etienne GASQUET;BC-UC;1447.0;11.94;3.76;Mme Emilie MARTINEZ;BC-LR;1120.0;9.24;2.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;10;Pechbonnieu;34286;21124;13162;275;188;12699;M. Didier CUJIVES;BC-UG;5604.0;44.13;16.34;Mme Sonia DECAMPS;BC-RN;2670.0;21.03;7.79;M. Maxime SINQUIN;BC-LR;2098.0;16.52;6.12;M. David BOTTOIS;BC-ECO;1724.0;13.58;5.03;Mme Lydie CAZELLE;BC-FI;603.0;4.75;1.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;11;Plaisance-du-Touch;36792;24485;12307;264;186;11857;M. Serge DEUILHE;BC-UG;3732.0;31.48;10.14;Mme Lydia AIELLO;BC-RN;2315.0;19.52;6.29;Mme Juliane FAUX;BC-ECO;2106.0;17.76;5.72;M. Pierre BOGART;BC-UC;1781.0;15.02;4.84;M. Pascal DARAM;BC-LR;1077.0;9.08;2.93;M. Olivier ICHÉ;BC-FI;846.0;7.14;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;12;Portet-sur-Garonne;36192;23084;13108;267;170;12671;M. Thierry SUAUD;BC-UG;5637.0;44.49;15.58;M. Yoann ESCABASSE;BC-RN;2857.0;22.55;7.89;M. Michel GLATIGNY;BC-UCD;1994.0;15.74;5.51;Mme Maeva CHASSÉ;BC-ECO;1565.0;12.35;4.32;Mme Nora ALFONSO;BC-FI;618.0;4.88;1.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;13;Revel;31779;18255;13524;583;397;12544;M. Gilbert HEBRARD;BC-UG;6898.0;54.99;21.71;Mme Pascale AJAC;BC-RN;2784.0;22.19;8.76;M. Ronald BERGER;BC-ECO;2373.0;18.92;7.47;M. Jacques DUMEUNIER;BC-EXG;489.0;3.9;1.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;14;Saint-Gaudens;26387;15177;11210;223;223;10764;M. Jean-Yves DUCLOS;BC-DVC;5441.0;50.55;20.62;M. Julien LACROIX;BC-UG;2351.0;21.84;8.91;M. Loïc DELCHARD;BC-RN;1761.0;16.36;6.67;Mme Marlène DANFLOUS;BC-ECO;749.0;6.96;2.84;M. Fabien LASSERRE;BC-FI;462.0;4.29;1.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;15;Toulouse-1;29806;19935;9871;160;125;9586;Mme Isabelle HARDY;BC-UG;3243.0;33.83;10.88;M. François BENOIT-MARQUIE;BC-ECO;2263.0;23.61;7.59;Mme Marie-Claire CONSTANS;BC-UCD;1550.0;16.17;5.2;M. Théophane MOREAU;BC-RN;1172.0;12.23;3.93;Mme Victoria SCAMPA;BC-FI;1168.0;12.18;3.92;Mme Anne BOUCHER;BC-EXG;190.0;1.98;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;16;Toulouse-2;28148;18347;9801;232;111;9458;Mme Christine COURADE;BC-UG;3349.0;35.41;11.9;Mme Nathalie FROMONT;BC-ECO;2418.0;25.57;8.59;M. Laurent CASBAS;BC-UD;1642.0;17.36;5.83;M. Jacques BERTRAND;BC-RN;1030.0;10.89;3.66;Mme Circé COLLONGEON;BC-FI;791.0;8.36;2.81;M. Emmanuel CORDIER;BC-DIV;228.0;2.41;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;17;Toulouse-3;28087;17849;10238;145;88;10005;Mme Anne Fanny BOYER;BC-UG;2837.0;28.36;10.1;Mme Kavout MAHY;BC-ECO;2482.0;24.81;8.84;M. Patrice, Alain DEMAY;BC-DVD;1637.0;16.36;5.83;M. Julien BOSCHERIE;BC-UC;1230.0;12.29;4.38;Mme Aline COMBRES;BC-FI;958.0;9.58;3.41;M. Michel AUTISSIER;BC-RN;861.0;8.61;3.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;18;Toulouse-4;29134;18256;10878;138;87;10653;Mme Ines GOFFRE PEDROSA;BC-UG;3087.0;28.98;10.6;M. Charles GUILLOU;BC-ECO;2612.0;24.52;8.97;M. Bernard CABRIÈRES;BC-UC;2062.0;19.36;7.08;M. Julien GRANDCHAMP DE CUEILLE;BC-UD;1828.0;17.16;6.27;Mme Marie RUATTA;BC-RN;1064.0;9.99;3.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;19;Toulouse-5;19105;12731;6374;116;74;6184;M. Mourad FELLAH;BC-UG;2099.0;33.94;10.99;Mme Méryl SROCYNSKI;BC-ECO;1738.0;28.1;9.1;Mme Alienor DE ROSTOLAN;BC-UCD;1148.0;18.56;6.01;M. Thomas BARKATS;BC-RN;666.0;10.77;3.49;M. Mostafa FOURKANI;BC-FI;533.0;8.62;2.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;20;Toulouse-6;26572;19866;6706;145;95;6466;Mme Zohra EL KOUACHERI;BC-UG;2147.0;33.2;8.08;M. Jean-François AUDIGUIER;BC-UCD;1268.0;19.61;4.77;M. Ken IWASAKI;BC-ECO;1244.0;19.24;4.68;Mme Eliane BÉNAZET;BC-RN;1062.0;16.42;4.0;Mme Karine BELLEMARE;BC-FI;745.0;11.52;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;21;Toulouse-7;36057;22691;13366;298;181;12887;Mme Laurence DEGERS;BC-UG;5548.0;43.05;15.39;M. Thomas LAMY;BC-UCD;2235.0;17.34;6.2;M. Stefano MATTHIA;BC-RN;2198.0;17.06;6.1;Mme Anaïs JALOUNEIX;BC-DIV;2079.0;16.13;5.77;M. François LEPINEUX;BC-FI;827.0;6.42;2.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;22;Toulouse-8;33943;24563;9380;158;124;9098;Mme Marie-Claude FARCY;BC-UG;3043.0;33.45;8.97;M. Maxime Camille Pierre BOYER;BC-UCD;2046.0;22.49;6.03;Mme Karine LAFFITTE;BC-ECO;1824.0;20.05;5.37;M. Quentin LAMOTTE;BC-RN;1479.0;16.26;4.36;M. Quentin PEYRAS;BC-FI;706.0;7.76;2.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;23;Toulouse-9;35879;22759;13120;191;144;12785;Mme Caroline HONVAULT;BC-DVG;3053.0;23.88;8.51;M. Pierre Nicolas BAPT;BC-UG;2929.0;22.91;8.16;Mme Elisabeth MATAK;BC-ECO;2066.0;16.16;5.76;Mme Nadine BRESSOLLES;BC-RN;1855.0;14.51;5.17;M. Louis-Charles GIRAUD-MOREL;BC-LR;1454.0;11.37;4.05;Mme Helene COSTES-DANDURAND;BC-UC;1428.0;11.17;3.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;24;Toulouse-10;41771;24914;16857;296;166;16395;M. Jean-Baptiste DE SCORRAILLE;BC-UD;6563.0;40.03;15.71;Mme Sandrine FRANCHOMME;BC-UG;4614.0;28.14;11.05;Mme Marine FAILLETTAZ;BC-ECO;2909.0;17.74;6.96;Mme Paulette BUIRA;BC-RN;2309.0;14.08;5.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;25;Toulouse-11;27824;17925;9899;166;111;9622;M. Christophe LUBAC;BC-UG;3056.0;31.76;10.98;Mme Sylvie BROT;BC-UCD;2831.0;29.42;10.17;M. Henri AREVALO;BC-ECO;1987.0;20.65;7.14;Mme Diane DE CHAMBON;BC-RN;1135.0;11.8;4.08;M. David MARMOUGET;BC-FI;613.0;6.37;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;26;Tournefeuille;39643;24792;14851;255;171;14425;Mme Martine CROQUETTE;BC-UG;4482.0;31.07;11.31;M. Aurélien ANDREU-SEIGNÉ;BC-UC;4114.0;28.52;10.38;Mme Anissa Zohra SAIDANI;BC-ECO;2460.0;17.05;6.21;M. Eric MARIETTA;BC-RN;2459.0;17.05;6.2;Mme Elsa GALATAUD;BC-FI;910.0;6.31;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;27;Villemur-sur-Tarn;32707;21032;11675;288;172;11215;Mme Karine BARRIERE;BC-DVC;3040.0;27.11;9.29;M. François BATAILLE;BC-UG;2665.0;23.76;8.15;Mme Nicole IZARD;BC-RN;2658.0;23.7;8.13;M. Bertrand DUBAELE;BC-ECO;1313.0;11.71;4.01;M. Nicolas BONLEUX;BC-LR;1031.0;9.19;3.15;M. Serge DAVOUST;BC-FI;508.0;4.53;1.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;1;Adour-Gersoise;7464;3698;3766;168;81;3517;M. René CASTETS;BC-DVD;1798.0;51.12;24.09;Mme Marie-Pierre DESBONS;BC-DVG;1427.0;40.57;19.12;M. Louis GOMEZ;BC-COM;292.0;8.3;3.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;2;Armagnac-Ténarèze;7939;4568;3371;134;100;3137;Mme Patricia ESPERON;BC-LR;1781.0;56.77;22.43;Mme Carole ROLANDO;BC-DVG;1356.0;43.23;17.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;3;Astarac-Gimone;7094;3718;3376;161;81;3134;Mme Françoise CASALÉ;BC-DVG;1990.0;63.5;28.05;Mme Marie-Hélène DUPUY;BC-DVD;642.0;20.49;9.05;Mme Anne-Catherine HUMBERT;BC-RN;502.0;16.02;7.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;4;Auch-1;8094;4913;3181;153;108;2920;M. Michaël AURORA;BC-DVG;1245.0;42.64;15.38;Mme Nathalie SIMONIN;BC-DIV;920.0;31.51;11.37;M. Patrick KOPFF;BC-ECO;431.0;14.76;5.32;Mme Irène BÉNARD;BC-COM;324.0;11.1;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;5;Auch-2;7706;4591;3115;109;66;2940;Mme Charline DUMONT;BC-DVG;1429.0;48.61;18.54;M. Pierre-Yves ARNAUD;BC-DIV;606.0;20.61;7.86;Mme Chantal LASSALE;BC-RN;461.0;15.68;5.98;Mme Nadia BAÏTICHE;BC-ECO;444.0;15.1;5.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
