Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
54;MEURTHE ET MOSELLE;19;NANCY-EST;12120;8327;68.7;3793;31.3;182;1.5;4.8;3611;29.79;95.2;F;OLIVIER;Dominique;SOC;2124;17.52;58.82;F;LEVY-JURIN;Valérie;UMP;1487;12.27;41.18;;;;;;;
54;MEURTHE ET MOSELLE;20;NANCY-NORD;12239;7896;64.52;4343;35.48;214;1.75;4.93;4129;33.74;95.07;M;KLEIN;Mathieu;SOC;2546;20.8;61.66;M;MARCHAND-ARVIER;Jérôme;UMP;1583;12.93;38.34;;;;;;;
54;MEURTHE ET MOSELLE;22;NANCY-SUD;12370;8064;65.19;4306;34.81;166;1.34;3.86;4140;33.47;96.14;F;CREUSOT;Nicole;SOC;2279;18.42;55.05;M;BAUDOT;Patrick;UMP;1861;15.04;44.95;;;;;;;
54;MEURTHE ET MOSELLE;23;NOMENY;7565;4003;52.91;3562;47.09;295;3.9;8.28;3267;43.19;91.72;M;LECLERC;Bernard;SOC;1330;17.58;40.71;M;CAPS;Antony;VEC;1937;25.6;59.29;;;;;;;
54;MEURTHE ET MOSELLE;24;PONT-À-MOUSSON;13784;7920;57.46;5864;42.54;501;3.63;8.54;5363;38.91;91.46;M;GUERARD;Noël;SOC;3355;24.34;62.56;M;MANOURY;Jean-Luc;FN;2008;14.57;37.44;;;;;;;
54;MEURTHE ET MOSELLE;25;SAINT-NICOLAS-DE-PORT;20317;11477;56.49;8840;43.51;654;3.22;7.4;8186;40.29;92.6;M;PISSENEM;Jean-Claude;SOC;5088;25.04;62.15;M;BAUCHE;Pascal;FN;3098;15.25;37.85;;;;;;;
54;MEURTHE ET MOSELLE;28;TOUL-SUD;10000;5312;53.12;4688;46.88;339;3.39;7.23;4349;43.49;92.77;M;HARMAND;Alde;SOC;2536;25.36;58.31;M;NEU;Claude;UMP;1813;18.13;41.69;;;;;;;
54;MEURTHE ET MOSELLE;30;HERSERANGE;12048;9210;76.44;2838;23.56;376;3.12;13.25;2462;20.43;86.75;M;RIGHI;Laurent;COM;2462;20.43;100;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;37;VILLERUPT;11170;8587;76.88;2583;23.12;645;5.77;24.97;1938;17.35;75.03;M;CASONI;Alain;COM;1938;17.35;100;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;38;JARVILLE-LA-MALGRANGE;17809;10279;57.72;7530;42.28;483;2.71;6.41;7047;39.57;93.59;M;MANGIN;René;SOC;3838;21.55;54.46;M;HURPEAU;Jean-Pierre;UMP;3209;18.02;45.54;;;;;;;
54;MEURTHE ET MOSELLE;40;TOMBLAINE;17422;9431;54.13;7991;45.87;662;3.8;8.28;7329;42.07;91.72;M;LAURENCY;Jean-Pierre;SOC;4637;26.62;63.27;M;LE LARDIC;Christophe;FN;2692;15.45;36.73;;;;;;;
54;MEURTHE ET MOSELLE;43;SEICHAMPS;13408;7171;53.48;6237;46.52;319;2.38;5.11;5918;44.14;94.89;M;CHANUT;Henri;SOC;3114;23.22;52.62;F;KRIER;Catherine;UMP;2804;20.91;47.38;;;;;;;
55;MEUSE;1;ANCERVILLE;7785;4146;53.26;3639;46.74;273;3.51;7.5;3366;43.24;92.5;M;CANOVA;Jean-Louis;DVD;2051;26.35;60.93;M;BILDE;Gérald;FN;1315;16.89;39.07;;;;;;;
55;MEUSE;2;BAR-LE-DUC-NORD;8143;4585;56.31;3558;43.69;243;2.98;6.83;3315;40.71;93.17;M;CORRIER;Roland;SOC;2069;25.41;62.41;M;ABBAS;Gérard;UMP;1246;15.3;37.59;;;;;;;
55;MEUSE;7;DUN-SUR-MEUSE;2471;828;33.51;1643;66.49;102;4.13;6.21;1541;62.36;93.79;M;BOULANGER;Alain;SOC;664;26.87;43.09;M;PLUN;Alain;AUT;877;35.49;56.91;;;;;;;
55;MEUSE;10;GONDRECOURT-LE-CHÂTEAU;3699;1535;41.5;2164;58.5;153;4.14;7.07;2011;54.37;92.93;M;LHUILLIER;Daniel;SOC;1127;30.47;56.04;M;POIROT;André;UMP;884;23.9;43.96;;;;;;;
55;MEUSE;17;SAINT-MIHIEL;5602;2496;44.56;3106;55.44;327;5.84;10.53;2779;49.61;89.47;F;SISMONDINI;Eve;SOC;1359;24.26;48.9;M;MARTIN;Philippe;DVD;1420;25.35;51.1;;;;;;;
55;MEUSE;23;VAUBECOURT;2363;948;40.12;1415;59.88;129;5.46;9.12;1286;54.42;90.88;M;POUTRIEUX;Olivier;MODM;650;27.51;50.54;M;THOUVENIN;Emile;DVD;636;26.91;49.46;;;;;;;
55;MEUSE;30;VERDUN-OUEST;7046;4250;60.32;2796;39.68;182;2.58;6.51;2614;37.1;93.49;M;HAZARD;Samuel;SOC;1443;20.48;55.2;M;LUX;Arsène;DVD;1171;16.62;44.8;;;;;;;
56;MORBIHAN;12;GUÉMENÉ-SUR-SCORFF;5248;1956;37.27;3292;62.73;99;1.89;3.01;3193;60.84;96.99;M;PERRON;Christian;COM;1538;29.31;48.17;M;TROMILIN;Jean-Jacques;UMP;1655;31.54;51.83;;;;;;;
56;MORBIHAN;16;LOCMINE;11559;5649;48.87;5910;51.13;301;2.6;5.09;5609;48.52;94.91;M;JOUAN;Alain;DVG;2467;21.34;43.98;M;LORGEOUX;Gérard;UMP;3142;27.18;56.02;;;;;;;
56;MORBIHAN;18;LORIENT-NORD;14592;9021;61.82;5571;38.18;521;3.57;9.35;5050;34.61;90.65;M;JETAIN;Emile;SOC;3681;25.23;72.89;F;BERGERON;Joëlle;FN;1369;9.38;27.11;;;;;;;
56;MORBIHAN;21;MUZILLAC;10779;5042;46.78;5737;53.22;226;2.1;3.94;5511;51.13;96.06;M;BATARD;François;SOC;2373;22.02;43.06;M;BROHAN;Joseph;UMP;3138;29.11;56.94;;;;;;;
56;MORBIHAN;25;PLUVIGNER;15955;7957;49.87;7998;50.13;386;2.42;4.83;7612;47.71;95.17;F;DESJARDINS;Bernadette;SOC;3974;24.91;52.21;M;ROBELET;Fabrice;M-NC;3638;22.8;47.79;;;;;;;
56;MORBIHAN;26;PONTIVY;18886;9975;52.82;8911;47.18;679;3.6;7.62;8232;43.59;92.38;M;LE DORZE;Henri;SOC;5136;27.19;62.39;M;PERESSE;Yvon;UMP;3096;16.39;37.61;;;;;;;
56;MORBIHAN;28;PORT-LOUIS;22288;10771;48.33;11517;51.67;586;2.63;5.09;10931;49.04;94.91;F;LE MAGUERESSE;Nathalie;SOC;5198;23.32;47.55;M;LE LUDEC;Jacques;DVD;5733;25.72;52.45;;;;;;;
56;MORBIHAN;29;QUESTEMBERT;12304;5506;44.75;6798;55.25;280;2.28;4.12;6518;52.97;95.88;M;PABOEUF;Paul;SOC;3174;25.8;48.7;M;BURBAN;Michel;UMP;3344;27.18;51.3;;;;;;;
56;MORBIHAN;30;QUIBERON;15071;8342;55.35;6729;44.65;293;1.94;4.35;6436;42.7;95.65;M;LE GURUN;Luc;SOC;1826;12.12;28.37;M;PIERRE;Gérard;UMP;4610;30.59;71.63;;;;;;;
56;MORBIHAN;31;LA-ROCHE-BERNARD;11861;6267;52.84;5594;47.16;218;1.84;3.9;5376;45.33;96.1;M;BOURRIGAUD;Joël;DVG;2312;19.49;43.01;M;GUIHARD;Alain;DVD;3064;25.83;56.99;;;;;;;
56;MORBIHAN;33;ROHAN;7040;4317;61.32;2723;38.68;593;8.42;21.78;2130;30.26;78.22;M;LE TESTE;Pierre;UMP;2130;30.26;100;;;;;;;;;;;;;;
56;MORBIHAN;34;SAINT-JEAN-BRÉVELAY;7893;3173;40.2;4720;59.8;163;2.07;3.45;4557;57.73;96.55;M;LE CORF;Henri;UMP;1679;21.27;36.84;M;ROBIN;Guénaël;DVD;2878;36.46;63.16;;;;;;;
56;MORBIHAN;35;SARZEAU;12195;5415;44.4;6780;55.6;351;2.88;5.18;6429;52.72;94.82;M;LEVESQUE;Yves;ECO;2888;23.68;44.92;M;LAPPARTIENT;David;UMP;3541;29.04;55.08;;;;;;;
56;MORBIHAN;38;VANNES-OUEST;23689;12789;53.99;10900;46.01;509;2.15;4.67;10391;43.86;95.33;M;GALL;André;SOC;5928;25.02;57.05;M;BERTHOLOM;Denis;UMP;4463;18.84;42.95;;;;;;;
56;MORBIHAN;39;VANNES-CENTRE;16622;9004;54.17;7618;45.83;336;2.02;4.41;7282;43.81;95.59;M;LE QUINTREC;Nicolas;SOC;3246;19.53;44.58;M;GOULARD;François;UMP;4036;24.28;55.42;;;;;;;
56;MORBIHAN;40;LANESTER;16402;9951;60.67;6451;39.33;752;4.58;11.66;5699;34.75;88.34;M;GUICHARD ;Alain;COM;1789;10.91;31.39;F;THIERY;Thérèse;DVG;3910;23.84;68.61;;;;;;;
56;MORBIHAN;42;PLOEMEUR;23530;13388;56.9;10142;43.1;732;3.11;7.22;9410;39.99;92.78;M;LE MEUR;Loïc;SOC;5658;24.05;60.13;F;MELIN;Brigitte;DVD;3752;15.95;39.87;;;;;;;
57;MOSELLE;2;BITCHE;9948;5242;52.69;4706;47.31;366;3.68;7.78;4340;43.63;92.22;M;MAURER;Gilbert;SOC;1817;18.26;41.87;M;HUMBERT;Gérard;DVD;2523;25.36;58.13;;;;;;;
57;MOSELLE;3;BOULAY-MOSELLE;15221;8201;53.88;7020;46.12;427;2.81;6.08;6593;43.32;93.92;M;BOUCHER;André;DVD;4231;27.8;64.17;M;DURAND-DECAUDIN;Daniel;FN;2362;15.52;35.83;;;;;;;
57;MOSELLE;5;CATTENOM;17271;11025;63.84;6246;36.16;383;2.22;6.13;5863;33.95;93.87;M;LE GAC;Jean;SOC;2760;15.98;47.07;M;PAQUET;Michel;DVD;3103;17.97;52.93;;;;;;;
57;MOSELLE;6;CHÂTEAU-SALINS;4896;2321;47.41;2575;52.59;194;3.96;7.53;2381;48.63;92.47;M;BENIMEDDOURENE;Gaétan;UMP;1077;22;45.23;M;CORNET;Claude;DVD;1304;26.63;54.77;;;;;;;
57;MOSELLE;7;DELME;4219;1970;46.69;2249;53.31;159;3.77;7.07;2090;49.54;92.93;M;FAIVRE;Jean-Raymond;SOC;834;19.77;39.9;M;LEROND;Brice;DVD;1256;29.77;60.1;;;;;;;
57;MOSELLE;11;FONTOY;16725;10412;62.25;6313;37.75;330;1.97;5.23;5983;35.77;94.77;M;ALIVENTI;Jacky;SOC;4273;25.55;71.42;M;BERTRAM;Fabrice;FN;1710;10.22;28.58;;;;;;;
57;MOSELLE;12;FORBACH;13961;8890;63.68;5071;36.32;260;1.86;5.13;4811;34.46;94.87;M;KALINOWSKI;Laurent;SOC;3079;22.05;64;M;ARMAND;Philippe;FN;1732;12.41;36;;;;;;;
57;MOSELLE;13;ARS-SUR-MOSELLE;16469;8817;53.54;7652;46.46;647;3.93;8.46;7005;42.53;91.54;M;WANNENMACHER;Jean-Claude;SOC;4160;25.26;59.39;M;GELSZINNIS;Yves;FN;2845;17.27;40.61;;;;;;;
57;MOSELLE;17;METZ-1;12615;7559;59.92;5056;40.08;430;3.41;8.5;4626;36.67;91.5;M;GROS;Dominique;SOC;2539;20.13;54.89;F;GROLET;Françoise;FN;2087;16.54;45.11;;;;;;;
57;MOSELLE;18;METZ-2;15859;10108;63.74;5751;36.26;461;2.91;8.02;5290;33.36;91.98;F;PALLEZ;Christiane;SOC;2633;16.6;49.77;M;JACQUAT;Denis;UMP;2657;16.75;50.23;;;;;;;
57;MOSELLE;20;MONTIGNY-LÈS-METZ;21556;12932;59.99;8624;40.01;695;3.22;8.06;7929;36.78;91.94;M;VETSCH;Lucien;DVD;5262;24.41;66.36;M;NEMESSANY;Gérard;FN;2667;12.37;33.64;;;;;;;
57;MOSELLE;29;SARREBOURG;19907;11059;55.55;8848;44.45;601;3.02;6.79;8247;41.43;93.21;M;SCHAFF;Jean-Yves;SOC;3638;18.27;44.11;M;SPRENG;Jean-Pierre;UMP;4609;23.15;55.89;;;;;;;
57;MOSELLE;30;SARREGUEMINES;15029;9658;64.26;5371;35.74;428;2.85;7.97;4943;32.89;92.03;M;CUNAT;Jean-Claude;DVD;3016;20.07;61.02;M;VIZVARI;Bruno;FN;1927;12.82;38.98;;;;;;;
57;MOSELLE;37;WOIPPY;23285;13599;58.4;9686;41.6;1131;4.86;11.68;8555;36.74;88.32;M;GROSDIDIER;François;UMP;5539;23.79;64.75;F;TISSERAND;Isabelle;FN;3016;12.95;35.25;;;;;;;
57;MOSELLE;38;YUTZ;22056;14001;63.48;8055;36.52;323;1.46;4.01;7732;35.06;95.99;M;WILLIOT ;Yannick;SOC;1943;8.81;25.13;M;WEITEN;Patrick;DVD;5789;26.25;74.87;;;;;;;
57;MOSELLE;41;FREYMING-MERLEBACH;18690;11121;59.5;7569;40.5;283;1.51;3.74;7286;38.98;96.26;M;KLEINHENTZ;Laurent;SOC;4490;24.02;61.63;M;VILAIN;Eric;FN;2796;14.96;38.37;;;;;;;
57;MOSELLE;42;ROMBAS;14301;8724;61;5577;39;436;3.05;7.82;5141;35.95;92.18;M;FOURNIER;Lionel;SOC;2924;20.45;56.88;M;CROMPIN;Jean;FN;2217;15.5;43.12;;;;;;;
57;MOSELLE;43;MAIZIÈRES-LÈS-METZ;21636;12408;57.35;9228;42.65;607;2.81;6.58;8621;39.85;93.42;M;TERRIER;Gérard;SOC;5357;24.76;62.14;F;BENOIST;Valérie;FN;3264;15.09;37.86;;;;;;;
57;MOSELLE;44;ALGRANGE;12732;10073;79.12;2659;20.88;565;4.44;21.25;2094;16.45;78.75;M;GORI;René;SOC;2094;16.45;100;;;;;;;;;;;;;;
57;MOSELLE;45;FAMECK;14026;8493;60.55;5533;39.45;276;1.97;4.99;5257;37.48;95.01;M;ARNOULD;Clément;SOC;3398;24.23;64.64;F;CLEMENTZ;Patricia;FN;1859;13.25;35.36;;;;;;;
57;MOSELLE;48;MARANGE-SILVANGE;17708;9483;53.55;8225;46.45;490;2.77;5.96;7735;43.68;94.04;M;KLAMMERS;Marcel;SOC;4650;26.26;60.12;F;HAFFNER;Delphine;FN;3085;17.42;39.88;;;;;;;
57;MOSELLE;49;SAINT-AVOLD-2;16015;9357;58.43;6658;41.57;346;2.16;5.2;6312;39.41;94.8;M;SCHULER;Jean;UMP;3465;21.64;54.9;M;GOURLOT;Thierry;FN;2847;17.78;45.1;;;;;;;
57;MOSELLE;50;SARREGUEMINES-CAMPAGNE;20612;12009;58.26;8603;41.74;660;3.2;7.67;7943;38.54;92.33;M;KARMANN;Jean;DVD;4682;22.71;58.94;M;BEGER;Christophe;FN;3261;15.82;41.06;;;;;;;
57;MOSELLE;51;STIRING-WENDEL;19523;11822;60.55;7701;39.45;357;1.83;4.64;7344;37.62;95.36;M;HOLTZ;Jean-Claude;DVD;4595;23.54;62.57;M;FRIDERICH;Alain;FN;2749;14.08;37.43;;;;;;;
58;NIEVRE;2;LA-CHARITÉ-SUR-LOIRE;8117;4378;53.94;3739;46.06;392;4.83;10.48;3347;41.23;89.52;M;RODRIGUEZ;Constantin;SOC;2292;28.24;68.48;M;ROLLAND;Thomas;FN;1055;13;31.52;;;;;;;
58;NIEVRE;6;CORBIGNY;3880;1557;40.13;2323;59.87;123;3.17;5.29;2200;56.7;94.71;M;MAGNON;Jean-Paul;SOC;1315;33.89;59.77;M;ROCHARD;Jean-Charles;UMP;885;22.81;40.23;;;;;;;
58;NIEVRE;8;DECIZE;6208;3448;55.54;2760;44.46;250;4.03;9.06;2510;40.43;90.94;M;LASSUS;Alain;SOC;1878;30.25;74.82;M;BURGUNDER;Hervé;FN;632;10.18;25.18;;;;;;;
58;NIEVRE;14;MONTSAUCHE-LES-SETTONS;3357;1637;48.76;1720;51.24;142;4.23;8.26;1578;47.01;91.74;M;JOLY;Patrice;SOC;1095;32.62;69.39;M;BLANOT;Harold;FN;483;14.39;30.61;;;;;;;
58;NIEVRE;19;PRÉMERY;3364;1419;42.18;1945;57.82;115;3.42;5.91;1830;54.4;94.09;M;LEGRAIN;Jacques;SOC;962;28.6;52.57;M;PLISSON;Alexis;AUT;868;25.8;47.43;;;;;;;
58;NIEVRE;23;SAINT-SAULGE;2694;1114;41.35;1580;58.65;99;3.67;6.27;1481;54.97;93.73;M;JAVELLE;Christian;DVG;625;23.2;42.2;F;LARIVE;Bernadette;DVD;856;31.77;57.8;;;;;;;
58;NIEVRE;28;NEVERS-NORD;8912;5303;59.5;3609;40.5;293;3.29;8.12;3316;37.21;91.88;M;BALLERET;Jean-Louis;SOC;2175;24.41;65.59;M;MONTOILLE;Adrien;UMP;1141;12.8;34.41;;;;;;;
58;NIEVRE;29;NEVERS-EST;5860;3630;61.95;2230;38.05;235;4.01;10.54;1995;34.04;89.46;F;FLEURY;Delphine;SOC;1338;22.83;67.07;F;RENARD;Valérie;FN;657;11.21;32.93;;;;;;;
58;NIEVRE;30;NEVERS-SUD;12510;7485;59.83;5025;40.17;498;3.98;9.91;4527;36.19;90.09;F;MORILLON;Yvette;SOC;2725;21.78;60.19;M;CORDIER;Philippe;M-NC;1802;14.4;39.81;;;;;;;
58;NIEVRE;32;IMPHY;6030;3363;55.77;2667;44.23;188;3.12;7.05;2479;41.11;92.95;M;EYMERY;Georges;SOC;1761;29.2;71.04;F;BAS;Caroline;FN;718;11.91;28.96;;;;;;;
59;NORD;2;ARMENTIÈRES;38200;21373;55.95;16827;44.05;1519;3.98;9.03;15308;40.07;90.97;M;HAESEBROECK;Bernard;SOC;9369;24.53;61.2;F;ACS;Nathalie;FN;5939;15.55;38.8;;;;;;;
59;NORD;3;AVESNES-NORD;6529;3639;55.74;2890;44.26;211;3.23;7.3;2679;41.03;92.7;M;HAUSEMONT;Sébastien;SOC;1157;17.72;43.19;M;POYART;Alain;UMP;1522;23.31;56.81;;;;;;;
59;NORD;5;BAILLEUL-NORD-EST;14184;7548;53.21;6636;46.79;618;4.36;9.31;6018;42.43;90.69;M;VANDEVOORDE;Michel;SOC;3427;24.16;56.95;F;HOSTALIER;Françoise;UMP;2591;18.27;43.05;;;;;;;
59;NORD;9;BERGUES;14304;6630;46.35;7674;53.65;508;3.55;6.62;7166;50.1;93.38;M;DARCOURT;Jean-Luc;SOC;3122;21.83;43.57;M;FIGOUREUX;André;UMP;4044;28.27;56.43;;;;;;;
59;NORD;11;BOUCHAIN;19108;10157;53.16;8951;46.84;544;2.85;6.08;8407;44;93.92;M;DESPRES;Albert;COM;5842;30.57;69.49;M;CHAPELAIN;Johan;FN;2565;13.42;30.51;;;;;;;
59;NORD;13;CAMBRAI-EST;16970;9683;57.06;7287;42.94;627;3.69;8.6;6660;39.25;91.4;F;GUIDEZ;Brigitte;SOC;3020;17.8;45.35;M;SIEGLER;Nicolas;DVD;3640;21.45;54.65;;;;;;;
59;NORD;15;CARNIÈRES;14290;6810;47.66;7480;52.34;675;4.72;9.02;6805;47.62;90.98;F;BATAILLE;Delphine;SOC;4283;29.97;62.94;M;LAMAND;Mathieu;FN;2522;17.65;37.06;;;;;;;
59;NORD;16;CASSEL;7686;3042;39.58;4644;60.42;212;2.76;4.57;4432;57.66;95.43;M;DECODTS;René;SOC;2102;27.35;47.43;M;DIEUSAERT;Stéphane;UMP;2330;30.31;52.57;;;;;;;
59;NORD;17;LE-CATEAU-CAMBRÉSIS;12137;5816;47.92;6321;52.08;402;3.31;6.36;5919;48.77;93.64;M;COULON;Laurent;SOC;3982;32.81;67.27;M;HENNEQUART;Michel;M-NC;1937;15.96;32.73;;;;;;;
59;NORD;19;CONDÉ-SUR-L'ESCAUT;30876;18485;59.87;12391;40.13;880;2.85;7.1;11511;37.28;92.9;M;VAN DER HOEVEN;Serge;COM;6674;21.62;57.98;F;FEDERBE;Marie-Paule;FN;4837;15.67;42.02;;;;;;;
59;NORD;20;CYSOING;21385;11125;52.02;10260;47.98;1105;5.17;10.77;9155;42.81;89.23;M;MONNET;Luc;UMP;6631;31.01;72.43;F;LEMAHIEU;Annie;FN;2524;11.8;27.57;;;;;;;
59;NORD;24;DOUAI-SUD;36278;25364;69.92;10914;30.08;3113;8.58;28.52;7801;21.5;71.48;M;BRUNEEL;Alain;COM;7801;21.5;100;;;;;;;;;;;;;;
59;NORD;25;DUNKERQUE-EST;28666;15158;52.88;13508;47.12;965;3.37;7.14;12543;43.76;92.86;M;VANWAEFELGHEM;Alain;SOC;6676;23.29;53.22;M;CHRISTOPHE;Paul;M-NC;5867;20.47;46.78;;;;;;;
59;NORD;29;HAZEBROUCK-NORD;18508;9989;53.97;8519;46.03;550;2.97;6.46;7969;43.06;93.54;M;ALLOSSERY;Jean-Pierre;SOC;4738;25.6;59.46;M;FERAMUS;Jean-Pierre;M-NC;3231;17.46;40.54;;;;;;;
59;NORD;32;LANDRECIES;8198;3555;43.36;4643;56.64;287;3.5;6.18;4356;53.13;93.82;M;LEBLOND;Didier;DVG;2160;26.35;49.59;M;DELVA;Bernard;M;2196;26.79;50.41;;;;;;;
59;NORD;33;LANNOY;48783;28054;57.51;20729;42.49;1468;3.01;7.08;19261;39.48;92.92;F;VANCOILLIE;Jocya;SOC;9055;18.56;47.01;F;COTTENYE;Joëlle;M-NC;10206;20.92;52.99;;;;;;;
59;NORD;35;LILLE-EST;18399;11199;60.87;7200;39.13;417;2.27;5.79;6783;36.87;94.21;M;MARCHAND;Frédéric;SOC;4843;26.32;71.4;M;DUMESNIL;Jean-Rémy;FN;1940;10.54;28.6;;;;;;;
59;NORD;37;LILLE-NORD-EST;29928;18225;60.9;11703;39.1;938;3.13;8.02;10765;35.97;91.98;F;LECHNER;Alexandra;SOC;7674;25.64;71.29;F;VANEUIL;Pascale;FN;3091;10.33;28.71;;;;;;;
59;NORD;40;LILLE-SUD-EST;30821;17673;57.34;13148;42.66;1128;3.66;8.58;12020;39;91.42;M;GODEFROY;Marc;SOC;8110;26.31;67.47;M;DILLIES;Eric;FN;3910;12.69;32.53;;;;;;;
59;NORD;41;LILLE-SUD-OUEST;20942;14034;67.01;6908;32.99;412;1.97;5.96;6496;31.02;94.04;M;KANNER;Patrick;SOC;4443;21.22;68.4;M;KINGET;François;UMP;2053;9.8;31.6;;;;;;;
59;NORD;45;MAUBEUGE-SUD;24050;13927;57.91;10123;42.09;630;2.62;6.22;9493;39.47;93.78;M;DRONSART;Philippe;SOC;5750;23.91;60.57;M;DE BEJARRY;Louis-Armand;FN;3743;15.56;39.43;;;;;;;
59;NORD;48;PONT-À-MARCQ;29035;15929;54.86;13106;45.14;971;3.34;7.41;12135;41.79;92.59;M;RUANT;Jean-Marie;SOC;6254;21.54;51.54;M;FOUTRY;Luc;UMP;5881;20.25;48.46;;;;;;;
59;NORD;49;LE-QUESNOY-EST;8947;4740;52.98;4207;47.02;230;2.57;5.47;3977;44.45;94.53;M;MANESSE;Michel;SOC;2361;26.39;59.37;M;CAMBIER;Guislain;UMP;1616;18.06;40.63;;;;;;;
59;NORD;52;ROUBAIX-EST;19750;12875;65.19;6875;34.81;360;1.82;5.24;6515;32.99;94.76;M;MASSROUR;Mehdi;SOC;3982;20.16;61.12;M;SORRET;Kévin;FN;2533;12.83;38.88;;;;;;;
59;NORD;55;ST-AMAND-RIVE-DROITE;23700;14256;60.15;9444;39.85;505;2.13;5.35;8939;37.72;94.65;M;ROBIN;Aymeric;COM;6267;26.44;70.11;M;CARTON;Michel;FN;2672;11.27;29.89;;;;;;;
59;NORD;58;SOLESMES;12782;8180;64;4602;36;1146;8.97;24.9;3456;27.04;75.1;M;FLAMENGT;Georges;SOC;3456;27.04;100;;;;;;;;;;;;;;
59;NORD;59;SOLRE-LE-CHÂTEAU;6598;3602;54.59;2996;45.41;248;3.76;8.28;2748;41.65;91.72;M;LETY;Philippe;SOC;1921;29.11;69.91;M;BINOIT;Christian;UMP;827;12.53;30.09;;;;;;;
59;NORD;61;TOURCOING-NORD;45432;28840;63.48;16592;36.52;1238;2.72;7.46;15354;33.8;92.54;F;DEROO;Marie;SOC;8152;17.94;53.09;M;DASSONVILLE;Gustave;UMP;7202;15.85;46.91;;;;;;;
59;NORD;62;TOURCOING-NORD-EST;34958;23714;67.84;11244;32.16;828;2.37;7.36;10416;29.8;92.64;M;LANNOO;Vincent;SOC;6415;18.35;61.59;M;KIS;Alexandre;FN;4001;11.45;38.41;;;;;;;
59;NORD;65;VALENCIENNES-EST;35408;21736;61.39;13672;38.61;795;2.25;5.81;12877;36.37;94.19;M;THIEME;Fabien;COM;8111;22.91;62.99;M;VERFAILLIE;Jean-Noël;UMP;4766;13.46;37.01;;;;;;;
59;NORD;66;VALENCIENNES-NORD;22402;13390;59.77;9012;40.23;522;2.33;5.79;8490;37.9;94.21;M;DULIEU;Jean-Claude;COM;4755;21.23;56.01;M;CASTIGLIONE;Salvatore;M-NC;3735;16.67;43.99;;;;;;;
59;NORD;72;COUDEKERQUE-BRANCHE;33563;17942;53.46;15621;46.54;1209;3.6;7.74;14412;42.94;92.26;M;CARBON;Joël;SOC;9246;27.55;64.15;F;KAZ;Sandra;FN;5166;15.39;35.85;;;;;;;
59;NORD;73;GRANDE-SYNTHE;23123;13310;57.56;9813;42.44;414;1.79;4.22;9399;40.65;95.78;M;RAGAZZO;Roméo;SOC;5945;25.71;63.25;M;BONNET;Pierre;FN;3454;14.94;36.75;;;;;;;
59;NORD;75;ROUBAIX-CENTRE;20342;13278;65.27;7064;34.73;589;2.9;8.34;6475;31.83;91.66;M;TARDY;Renaud;SOC;4160;20.45;64.25;F;COOLZAET;Françoise;FN;2315;11.38;35.75;;;;;;;
59;NORD;76;VILLENEUVE-D'ASCQ-NORD;20162;11896;59;8266;41;536;2.66;6.48;7730;38.34;93.52;M;MANIER;Didier;SOC;5686;28.2;73.56;M;DE WEPPES;François;FN;2044;10.14;26.44;;;;;;;
59;NORD;77;DOUAI-NORD-EST;22673;12614;55.63;10059;44.37;553;2.44;5.5;9506;41.93;94.5;M;CHARTON;Erick;SOC;5873;25.9;61.78;F;KOCA;Stéphanie;FN;3633;16.02;38.22;;;;;;;
59;NORD;78;SECLIN-NORD;24765;14082;56.86;10683;43.14;751;3.03;7.03;9932;40.1;92.97;M;BAILLOT;Frédéric;SOC;4147;16.75;41.75;M;WATTEBLED;Dany;MODM;5785;23.36;58.25;;;;;;;
60;OISE;3;BEAUVAIS-NORD-EST;10503;6027;57.38;4476;42.62;276;2.63;6.17;4200;39.99;93.83;M;VIGUIER;Thibaud;SOC;2481;23.62;59.07;M;HAUDOIRE;Richard;UMP;1719;16.37;40.93;;;;;;;
60;OISE;4;BEAUVAIS-SUD-OUEST;14634;7959;54.39;6675;45.61;590;4.03;8.84;6085;41.58;91.16;F;HOUSSIN;Sylvie;SOC;3101;21.19;50.96;M;CHENU;Sébastien;UMP;2984;20.39;49.04;;;;;;;
60;OISE;7;CHAUMONT-EN-VEXIN;12594;6802;54.01;5792;45.99;644;5.11;11.12;5148;40.88;88.88;M;LEMAITRE;Gérard;DVD;3257;25.86;63.27;F;CHOBEAU;Monique;FN;1891;15.02;36.73;;;;;;;
60;OISE;11;CREIL-NOGENT-SUR-OISE;17131;10026;58.53;7105;41.47;324;1.89;4.56;6781;39.58;95.44;M;WEYN;Gérard;SOC;4213;24.59;62.13;M;GUINIOT;Laurent;FN;2568;14.99;37.87;;;;;;;
