Code du département;Libellé du département;Code du canton;Libellé du canton;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp
48;LOZERE;19;SAINT-AMANS;1856;538;28.99;1318;71.01;37;1.99;2.81;1281;69.02;97.19;M;GOAREGUER;Jean-Luc;DVG;397;21.39;30.99;M;COGOLUEGNES;Michel ;VEC;73;3.93;5.7;M;SAINT-LEGER;Patrice;DVD;669;36.05;52.22;M;PARDIGON;Jean-François;FN;142;7.65;11.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;LOZERE;21;SAINTE-ENIMIE;1185;390;32.91;795;67.09;28;2.36;3.52;767;64.73;96.48;M;GAUDRY;François;DVG;462;38.99;60.23;M;BRUN;Christophe ;M;305;25.74;39.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;LOZERE;22;SAINT-GERMAIN-DE-CALBERTE;2610;1362;52.18;1248;47.82;210;8.05;16.83;1038;39.77;83.17;M;AIGOIN;Robert;COM;1038;39.77;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;LOZERE;24;VILLEFORT;1536;540;35.16;996;64.84;32;2.08;3.21;964;62.76;96.79;M;CAUSSE;René;SOC;199;12.96;20.64;F;SOUDAN;Claude;VEC;78;5.08;8.09;M;DE LESCURE;Jean;DVD;687;44.73;71.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;4;BAUGÉ;8227;3860;46.92;4367;53.08;105;1.28;2.4;4262;51.81;97.6;F;CABANE;Nelly;COM;72;0.88;1.69;M;LEBOUCHE;Sébastien;SOC;1160;14.1;27.22;F;TRILLON;Elisabeth;VEC;384;4.67;9.01;M;CHALOPIN;Philippe;UMP;2168;26.35;50.87;F;GENTET;Danielle;FN;478;5.81;11.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;7;CANDÉ;5274;2838;53.81;2436;46.19;103;1.95;4.23;2333;44.24;95.77;M;AVERTY;Claude;COM;374;7.09;16.03;M;DELAUNAY;Gérard;UMP;1599;30.32;68.54;M;PAYEN;Denis;FN;360;6.83;15.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;8;CHALONNES-SUR-LOIRE;8904;4160;46.72;4744;53.28;163;1.83;3.44;4581;51.45;96.56;F;BAHOLET;Annabelle;COM;148;1.66;3.23;F;DUPONT;Stella;SOC;2378;26.71;51.91;M;SANCEREAU;Jean-Claude;UMP;1283;14.41;28.01;M;CORNEC;Sébastien;DVD;772;8.67;16.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;12;CHOLET-2;18919;12192;64.44;6727;35.56;259;1.37;3.85;6468;34.19;96.15;M;FONTENEAU;Julien;COM;321;1.7;4.96;M;LAARABI;Youssef;SOC;1237;6.54;19.12;F;AUBERT;Marie-Hélène;VEC;1094;5.78;16.91;M;CHAVASSIEUX;Jean-Pierre;M-NC;3816;20.17;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;13;DOUÉ-LA-FONTAINE;10643;5074;47.67;5569;52.33;149;1.4;2.68;5420;50.93;97.32;M;BOUTTIER;Philippe;COM;94;0.88;1.73;M;CHEPTOU;Bruno;SOC;2865;26.92;52.86;M;POHU;Jean-Pierre;UMP;1926;18.1;35.54;F;DURET;Danielle;FN;535;5.03;9.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;14;DURTAL;7417;4101;55.29;3316;44.71;140;1.89;4.22;3176;42.82;95.78;F;LABRUNE-DELECOLLE;Sophie;COM;96;1.29;3.02;F;BOBET;Corinne;SOC;946;12.75;29.79;F;CORLAY;Isabelle;RDG;203;2.74;6.39;M;DAVY;Jean-Luc;UMP;1413;19.05;44.49;M;DUFIEUE;Maurice;FN;518;6.98;16.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;15;GENNES;5308;2442;46.01;2866;53.99;53;1;1.85;2813;53;98.15;M;THOUEIL;Christian;COM;66;1.24;2.35;F;LELIEVRE;Astrid;SOC;352;6.63;12.51;F;BRAUER;Catherine;VEC;427;8.04;15.18;M;LAURIOU;Alain;M-NC;1022;19.25;36.33;M;FULNEAU;Jean-Yves;DVD;706;13.3;25.1;M;LYOEN;Marc;FN;240;4.52;8.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;21;MONTREVAULT;11673;6290;53.89;5383;46.11;178;1.52;3.31;5205;44.59;96.69;M;BOUVET;Hugues;COM;73;0.63;1.4;F;RAGUENEAU;Marie-Jeanne;SOC;806;6.9;15.49;M;DOUGE;Christophe;VEC;759;6.5;14.58;M;PIOU;Serge;UMP;2949;25.26;56.66;F;DURAFOUR;Anne-Marie;FN;618;5.29;11.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;23;LES-PONTS-DE-CÉ;29488;16546;56.11;12942;43.89;589;2;4.55;12353;41.89;95.45;F;VILLETTE;Mireille;EXG;561;1.9;4.54;M;BURBAN;Michel;COM;392;1.33;3.17;M;BIGOT;Joël;SOC;3643;12.35;29.49;M;BODARD;Philippe;DVG;3697;12.54;29.93;M;LEON;Dominique;DVD;4060;13.77;32.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;24;POUANCÉ;7584;4103;54.1;3481;45.9;294;3.88;8.45;3187;42.02;91.55;M;PLOUZIN;Sylvain;COM;224;2.95;7.03;F;CANEVET;Mylène;SOC;709;9.35;22.25;F;HAMARD;Marie-Josèphe;DVD;2254;29.72;70.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;25;SAINT-FLORENT-LE-VIEIL;13306;6866;51.6;6440;48.4;336;2.53;5.22;6104;45.87;94.78;M;LANTOINE;François-Xavier;SOC;2044;15.36;33.49;M;ROSELLO;Christian;DVD;4060;30.51;66.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;26;SAINT-GEORGES-SUR-LOIRE;12161;6353;52.24;5808;47.76;196;1.61;3.37;5612;46.15;96.63;M;DUFOIS;Jean-Jacques;COM;158;1.3;2.82;M;GENEVOIS;Jacques;SOC;1377;11.32;24.54;M;GENTILS;Christian;DVG;951;7.82;16.95;M;RUPPERT;Martial;VEC;985;8.1;17.55;M;GAUDIN;Jean-Marie;DVD;2141;17.61;38.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;27;ALLONNES;8287;4666;56.31;3621;43.69;127;1.53;3.51;3494;42.16;96.49;F;MENJON;Sylvie;SOC;663;8;18.98;M;BERTIN;Guy;DVD;2038;24.59;58.33;F;PAUGHAM;Marie;FN;793;9.57;22.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;28;SAUMUR-NORD;7880;4212;53.45;3668;46.55;140;1.78;3.82;3528;44.77;96.18;M;DUMONT;Jean-Michel;COM;98;1.24;2.78;F;CHARDON;Gaëlle;PG;232;2.94;6.58;M;MARCHAND;Jean-Michel;RDG;1593;20.22;45.15;M;MORINEAU;Patrick;M-NC;107;1.36;3.03;M;HUGOT;Paul;UMP;1033;13.11;29.28;M;LACALMETTE;René;FN;465;5.9;13.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;29;SAUMUR-SUD;21654;11899;54.95;9755;45.05;231;1.07;2.37;9524;43.98;97.63;M;GOULET;Jackie;DVG;4004;18.49;42.04;M;CARDET;Christophe;VEC;812;3.75;8.53;M;DAVIAUD;Patrick;M-NC;283;1.31;2.97;M;JAMIN;Charles-Henri;UMP;2713;12.53;28.49;M;GAYON;Patrick;DVD;307;1.42;3.22;M;MARTIN;Francis;FN;1405;6.49;14.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;30;SEGRÉ;12371;6954;56.21;5417;43.79;266;2.15;4.91;5151;41.64;95.09;F;COCHIN;Annita;COM;187;1.51;3.63;M;DROUIN;Emmanuel;SOC;1671;13.51;32.44;F;BENARD;Nathalie;VEC;586;4.74;11.38;M;GRIMAUD;Gilles;DVD;2707;21.88;52.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;35;CHOLET-1;18137;11775;64.92;6362;35.08;279;1.54;4.39;6083;33.54;95.61;M;LOISEAU;Franck;PG;1354;7.47;22.26;M;VACHER;Jean-Marc;SOC;1709;9.42;28.09;M;BOISNEAU;Jean-Paul;UMP;3020;16.65;49.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;36;ANGERS-TRÉLAZÉ;20696;11958;57.78;8738;42.22;246;1.19;2.82;8492;41.03;97.18;M;DENIS;Philippe;COM;637;3.08;7.5;M;BLANC;Grégory;SOC;4138;19.99;48.73;F;DELMOTTE;Jamila;VEC;967;4.67;11.39;M;BELKALA;Rachid;MODM;507;2.45;5.97;M;BAHAIN;Pierre;UMP;1259;6.08;14.83;M;SCHAEFFER;Michel;FN;984;4.75;11.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;37;ANGERS-SUD;14796;9338;63.11;5458;36.89;164;1.11;3;5294;35.78;97;M;MONIER;Michel;EXG;158;1.07;2.98;F;PFISTER;Christel;COM;227;1.53;4.29;F;MEVEL PLA;Norma;SOC;1840;12.44;34.76;M;BARON;Bruno;VEC;897;6.06;16.94;M;POTERIE;Bruno;MODM;329;2.22;6.21;M;GROUSSARD;Gilles;DVD;1598;10.8;30.19;M;MENNESSIER;Patrick;DVD;245;1.66;4.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE;38;ANGERS-OUEST;22232;13961;62.8;8271;37.2;343;1.54;4.15;7928;35.66;95.85;F;BOUVET;Nadine;COM;412;1.85;5.2;F;AMY;Fatimata;SOC;2830;12.73;35.7;M;GIRAUDI;Fabrice;RDG;202;0.91;2.55;M;NUSSMANN;Gérard;VEC;1957;8.8;24.68;M;CHAMAILLE;Thomas;DVD;280;1.26;3.53;F;FEL;Caroline;DVD;2247;10.11;28.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;3;BARNEVILLE-CARTERET;6280;3308;52.68;2972;47.32;90;1.43;3.03;2882;45.89;96.97;M;LABBE;Jean-Marie;COM;302;4.81;10.48;M;RENAUX;Dieudonné;DVG;1568;24.97;54.41;F;LESEIGNEUR;Hélène;DVD;1012;16.11;35.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;4;BEAUMONT-HAGUE;8841;4619;52.25;4222;47.75;116;1.31;2.75;4106;46.44;97.25;M;RENET;Hervé;COM;435;4.92;10.59;F;DRUEZ;Yveline;SOC;1411;15.96;34.36;M;BOSQUET;Daniel;VEC;422;4.77;10.28;M;LAURENT;Michel;DVD;1838;20.79;44.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;5;BRÉCEY;4646;2229;47.98;2417;52.02;142;3.06;5.88;2275;48.97;94.12;M;CELLA;Patrice;COM;566;12.18;24.88;M;TREHET;Bernard;DVD;1388;29.88;61.01;M;COTONNET;Jean;FN;321;6.91;14.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;6;BRÉHAL;9181;5253;57.22;3928;42.78;120;1.31;3.05;3808;41.48;96.95;F;PODEUR-RAYON;Françoise;PG;276;3.01;7.25;M;HIRSCHAUER;Alain;SOC;533;5.81;14;M;FORESTIER;Yann;VEC;450;4.9;11.82;M;REMOUE;Jean-Marie;UMP;1709;18.61;44.88;M;MESNAGE;Michel;DVD;840;9.15;22.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;7;BRICQUEBEC;8519;5143;60.37;3376;39.63;87;1.02;2.58;3289;38.61;97.42;F;LE BAIL;Sylvie;COM;281;3.3;8.54;M;DECROUX;Jean-Philippe;DVG;672;7.89;20.43;M;LAFON;Patrick;VEC;293;3.44;8.91;M;PILLET;Patrice;UMP;1580;18.55;48.04;M;REGNOUF;Emmanuel;FN;463;5.43;14.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;9;CARENTAN;9006;4876;54.14;4130;45.86;159;1.77;3.85;3971;44.09;96.15;M;TARDIVEAU;Denis;COM;338;3.75;8.51;M;HOUEL;Hervé;SOC;1821;20.22;45.86;F;BERNARD;Michèle;VEC;259;2.88;6.52;M;REGNAULT;Louis;DVD;1553;17.24;39.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;12;COUTANCES;8571;4350;50.75;4221;49.25;85;0.99;2.01;4136;48.26;97.99;M;MILLIEN;Alain;COM;119;1.39;2.88;M;PERIER;Claude;SOC;1751;20.43;42.34;M;FREMONT;Michel;VEC;385;4.49;9.31;M;COUSIN;Jean-Manuel;UMP;762;8.89;18.42;M;VAUGEOIS;Philippe;DVD;256;2.99;6.19;M;BOURDIN;Jean-Dominique;DVD;863;10.07;20.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;16;LA-HAYE-DU-PUITS;6358;3137;49.34;3221;50.66;99;1.56;3.07;3122;49.1;96.93;M;AUBERT;Alain;DVG;945;14.86;30.27;M;LECLERC;Laurent;UMP;486;7.64;15.57;M;MORIN;Jean;DVD;817;12.85;26.17;M;DE LA FOURNIERE;Gérard;DVD;463;7.28;14.83;M;LEMARQUAND;René;FN;411;6.46;13.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;18;ISIGNY-LE-BUAT;2329;711;30.53;1618;69.47;45;1.93;2.78;1573;67.54;97.22;M;CHESNEL;Pierre-Maurice;COM;26;1.12;1.65;M;MARCHETTI;Frédéric;SOC;395;16.96;25.11;M;DAURIOS;Jacques;VEC;88;3.78;5.59;M;GOUPIL;Erick;M-NC;283;12.15;17.99;M;DESLOGES;Louis;DVD;781;33.53;49.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;19;JUVIGNY-LE-TERTRE;1885;893;47.37;992;52.63;132;7;13.31;860;45.62;86.69;F;LEMOIGNE-BLIMER;Anne-Marie;COM;87;4.62;10.12;F;FILLATRE;Marie-Hélène;DVG;702;37.24;81.63;M;GAUTIER;Mickaël;REG;71;3.77;8.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;26;PERCY;3828;1656;43.26;2172;56.74;79;2.06;3.64;2093;54.68;96.36;F;ATGER;Chantal;PG;58;1.52;2.77;M;BANGOURA;Douba;SOC;594;15.52;28.38;M;LENEVEU;Alain;DVD;646;16.88;30.86;M;BOURDON;Marcel;DVD;795;20.77;37.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;27;PERIERS;4609;2892;62.75;1717;37.25;280;6.08;16.31;1437;31.18;83.69;M;LENORMAND;Hubert;DVD;1437;31.18;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;29;PONTORSON;5090;2417;47.49;2673;52.51;199;3.91;7.44;2474;48.61;92.56;M;LARIVIERE;Patrick;DVG;1008;19.8;40.74;M;GROMELLON;Jacques;UMP;1075;21.12;43.45;M;RODIER;Jean-Pierre;FN;391;7.68;15.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;33;SAINT-JAMES;5191;1943;37.43;3248;62.57;135;2.6;4.16;3113;59.97;95.84;M;DELAUNAY;Paul;DVG;1902;36.64;61.1;M;THOURY;Michel;DVD;1211;23.33;38.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;34;SAINT-JEAN-DE-DAYE;4949;2683;54.21;2266;45.79;98;1.98;4.32;2168;43.81;95.68;M;RIHOUEY;Jacky;COM;130;2.63;6;M;BOEM;Lucien;SOC;1213;24.51;55.95;M;ALLAIN;Christian;VEC;235;4.75;10.84;F;CORBEL;Anne-Marie;DVD;590;11.92;27.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;36;SAINT-MALO-DE-LA-LANDE;8567;4327;50.51;4240;49.49;158;1.84;3.73;4082;47.65;96.27;M;DUVINAGE;Christian;PG;745;8.7;18.25;F;POLLE;Emmanuelle;VEC;852;9.95;20.87;M;BEAUFILS;Erick;UMP;2485;29.01;60.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;37;SAINTE-MÈRE-EGLISE;5948;2919;49.08;3029;50.92;141;2.37;4.66;2888;48.55;95.34;M;LENOBLE;Jean;COM;123;2.07;4.26;F;AUBERT;Elisabeth;SOC;907;15.25;31.41;M;LEFEVRE;Marc;DVD;1215;20.43;42.07;M;NOEL;Jean-Jacques;FN;643;10.81;22.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;38;SAINT-PIERRE-EGLISE;6790;3781;55.68;3009;44.32;82;1.21;2.73;2927;43.11;97.27;M;PATENOTTE;Luc;PG;153;2.25;5.23;F;BERTRAND;Françoise;SOC;703;10.35;24.02;F;MARREY;Catherine;VEC;368;5.42;12.57;F;LEBACHELEY;Christine;DVD;1153;16.98;39.39;M;LEMARQUAND;Stéphane;FN;550;8.1;18.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;43;SOURDEVAL;3684;1143;31.03;2541;68.97;74;2.01;2.91;2467;66.97;97.09;F;FOURMENTIN;Francine;SOC;1443;39.17;58.49;M;BAZIRE;Albert;UMP;1024;27.8;41.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;44;LE TEILLEUL;2441;1003;41.09;1438;58.91;54;2.21;3.76;1384;56.7;96.24;M;DAVOUST;François;DVG;718;29.41;51.88;M;GAUTIER;Joël;REG;44;1.8;3.18;M;ACHARD DE LA VENTE;Patrice;M-NC;622;25.48;44.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;46;TORIGNI-SUR-VIRE;9448;4854;51.38;4594;48.62;180;1.91;3.92;4414;46.72;96.08;M;JOURDAN;Jacques;COM;195;2.06;4.42;M;BOEM;Lionel;SOC;442;4.68;10.01;M;BOULARD;Dominique;VEC;260;2.75;5.89;M;PIEN;Laurent;ECO;320;3.39;7.25;F;FAUVEL-BEAUFILS;Marie-Pierre;M-NC;756;8;17.13;M;FAUVEL;Yves;M-NC;1120;11.85;25.37;M;CAILLIEZ;Dominique;DVD;593;6.28;13.43;M;LEPLATOIS;Maurice;DVD;728;7.71;16.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;47;VALOGNES;10610;6134;57.81;4476;42.19;124;1.17;2.77;4352;41.02;97.23;M;BESSELIEVRE;Rémi;COM;384;3.62;8.82;M;NEEL;Yves;SOC;1593;15.01;36.6;M;GOUJON;Didier;VEC;623;5.87;14.32;M;LOSIO;Jean-Marie;DVD;1081;10.19;24.84;M;RETOUT;Robert;FN;671;6.32;15.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;48;VILLEDIEU-LES-POÊLES;6318;3386;53.59;2932;46.41;112;1.77;3.82;2820;44.63;96.18;F;LE CANN;Isabelle;COM;198;3.13;7.02;M;LEMAITRE;Philippe;SOC;515;8.15;18.26;F;VALLEE;Gaëlle;VEC;221;3.5;7.84;M;LEHERICY;Eric;UMP;626;9.91;22.2;M;GUILLOU;Jean-Yves;DVD;1260;19.94;44.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;49;CHERBOURG-SUD-EST;7120;4837;67.94;2283;32.06;57;0.8;2.5;2226;31.26;97.5;F;MENARD;Nathalie;EXG;98;1.38;4.4;M;LEJAMTEL;Ralph;COM;177;2.49;7.95;M;LOUISET;Michel;SOC;1156;16.24;51.93;M;VIVIER;Nicolas;VEC;263;3.69;11.81;M;MARGUERITTE;David;UMP;532;7.47;23.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;50;EQUEURDREVILLE-HAINNEVILLE;18444;12024;65.19;6420;34.81;283;1.53;4.41;6137;33.27;95.59;F;LEVASLOT;Anne;PG;819;4.44;13.35;M;BIHET;Pierre;SOC;3241;17.57;52.81;M;POUTAS;Louis;VEC;858;4.65;13.98;M;VERDE;Dominique;UMP;1219;6.61;19.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;52;SAINT-LÔ-OUEST;9891;5454;55.14;4437;44.86;112;1.13;2.52;4325;43.73;97.48;M;HEC;Jean-Michel;COM;150;1.52;3.47;M;LE GENDRE;Hervé;SOC;1002;10.13;23.17;M;OZOUF;Alain;RDG;88;0.89;2.03;M;AUBRY;Antoine;VEC;531;5.37;12.28;M;DUGUEY;Claude;DVD;251;2.54;5.8;M;METRAL;Alain;DVD;557;5.63;12.88;M;BRIERE;François;DVD;1076;10.88;24.88;M;PARIS;Ugo;DVD;670;6.77;15.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;2;AVIZE;7543;4150;55.02;3393;44.98;106;1.41;3.12;3287;43.58;96.88;M;DEMANGE;Jean-Claude;COM;257;3.41;7.82;M;NOWAK;Eric;SOC;418;5.54;12.72;M;DESAUTELS;Pascal;DVD;1723;22.84;52.42;M;LORIN;Pascal;FN;889;11.79;27.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;4;BEINE-NAUROY;7146;3888;54.41;3258;45.59;61;0.85;1.87;3197;44.74;98.13;M;GROSSTEPHAN;Vincent;SOC;616;8.62;19.27;F;PETIT;Marie-Ange;VEC;167;2.34;5.22;M;BEDEK;Patrick;AUT;626;8.76;19.58;M;SCHWEIN;Alphonse;UMP;1206;16.88;37.72;F;GRACIENT;Virginie;FN;582;8.14;18.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;7;CHÂTILLON-SUR-MARNE;3306;1698;51.36;1608;48.64;65;1.97;4.04;1543;46.67;95.96;M;MILLET;Francis;COM;238;7.2;15.42;F;FERAT;Françoise;M-NC;895;27.07;58;F;CHAZERIE;Séverina;FN;410;12.4;26.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;10;ECURY-SUR-COOLE;5385;2912;54.08;2473;45.92;89;1.65;3.6;2384;44.27;96.4;F;JACQUIN;Carole;COM;506;9.4;21.22;M;COLLARD;Daniel;DVD;1305;24.23;54.74;M;PUIREUX;Bryan;FN;573;10.64;24.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;11;EPERNAY-1;8532;5321;62.37;3211;37.63;157;1.84;4.89;3054;35.79;95.11;F;PERREIN;Hélène;COM;239;2.8;7.83;M;DA SILVA;Julien;SOC;710;8.32;23.25;M;MOITTIE;Benoît;UMP;1262;14.79;41.32;M;DE LILLO;Michel;DVD;215;2.52;7.04;M;MONT-DEBOSSU;Frédéric;FN;628;7.36;20.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
